Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
915,HOTEL BLISS,STR SAPTE DRUMURI NR 4C,SECTOR 3,BUCURESTI,HOTEL,3
916,TRAVEL 2 GO,BD ALEXANDRU OBREGIA NR44 BL R15,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
917,TEEN TRANS AGENTIE DE TURISM,BD D CANTEMIR NR 25 BL 2 SC C,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
918,ROMAIA TRAVEL,BD DIMITRIE CANTEMIR NR 18 BL 7 SC 5 AP 129,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
919,OXIGEN TOUR,BD GHEORGHE SINCAI NR 9 BL 3 SC,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
920,SQ TRAVEL,BD-UL AL OBREGIA NR10-14 BL10-14,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
921,REZEX AGENTIE DE TURISM,B-DUL DIMITRIE CANTEMIR NR 4 BL,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
922,CALATORII SI VACANTE,B-DUL METALURGIEI NR 25,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
923,EURO TEAM TRAVEL,B-DUL REGINA MARIA NR 32 VILA PA,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
924,EXPEDIO TRAVEL AND BEYOND,CALEA SERBAN VODA NR 66-68 PARTE,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
925,DODO TRAVEL,CALEA VACARESTI NR 274 BL 62,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
926,TUI TRAVEL,CALEA VACARESTI NR 391 SUN PLAZA,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
927,CHRISTIAN TOUR,LIBERTY CENTER SHOPPING MALL,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
928,ACTIV TOURS&TRAVELS,PIATA NATIUNILE UNITE NR 3-5 BL,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
929,CHRISTIAN TOUR,SOS OLTENITEI NR 2,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
930,WORLD SKY TRAVEL,SPLAIUL INDEPENDENTEI NR 1 BL 16,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
931,OVI TRAVEL,STR CONSTANTIN RADULESCU MOTRO N,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
932,MEDEEA TOUR,STR DIMITRIE CANTEMIR NR 15 BL 9,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
933,VIKINGUL SALTARET,STR DIMITRIE CANTEMIR NR 17 BL 1,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
934,EVENTS SERVICES CONSULTING,STR EMIL RACOVITA NR 27 BL A3 SC,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
935,JUST SMILE TRAVEL,STR JUSTITIEI NR 51-53,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
936,TURIST CLUB,STR LINARIEI NR 103,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
937,METROPOLIS,STR METALURGIEI NR 12-18,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
938,EDELWEISS TRAVEL,STR NICOLINEI NR 2,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
939,EST TURISM,STR POIANA FLORILOR NR 15 ET 2 A,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
940,KRIHA TRAVEL,STR TRESTIANA NR 3 BL 8B PARTER,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
941,OLIMPIC INTERNATIONAL TURISM,STR VISANA NR 5 BL 43,SECTOR 4,BUCURESTI,AGENTIE DE TURISM,0
942,CASA DELTA VACARESTI,STR INTRAREA LUNCA BARZESTI NR 5B,SECTOR 4,BUCURESTI,CAMERE DE INCHIRIAT,2
943,CHRISTIAN TOUR,B-DUL MIHAI KOGALNICEANU NR 23,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
944,CHRISTIAN TOUR,B-DUL REGINA ELISABETA NR 29-31,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
945,PARALELA 45 TURISM,B-DUL REGINA ELISABETA NR 29-31,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
946,GREGORY TOUR HOLIDAY,CALEA PLEVNEI NR 5-7,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
947,TRAVEL IDEA,SOS ALEXANDRIA NR 152,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
948,PARADISE TRAVEL,STR COSTACHE NEGRI NR 19,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
949,ARROW INTERNATIONAL TRAVEL,STR COSTACHE NEGRI NR 4,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
950,ZEPELIN TOUR,STR GRIGORE TARANU NR 9,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
951,INDIGO TRAVEL & EVENTS,STR SEBASTIAN NR 5 PARTER BL S34,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
952,AVRAAM TRAVEL,STR TOMESCU VOICU NR 16,SECTOR 5,BUCURESTI,AGENTIE DE TURISM,0
953,GRAFOS TRAVEL,ALEEA CALATIS NR 7 BL A9 SC A ET,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
954,ALSYS TRAVEL,B-DUL DRUMUL SARII NR 146,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
955,TRAVEL IDEA,B-DUL IULIU MANIU NR 19,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
956,TUI TRAVEL,B-DUL IULIU MANIU NR 61,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
957,CISTOUR AGENTIE,B-DUL IULIU MANIU NR 71 BL 4 SC,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
958,TRAVOS,B-DUL IULIU MANIU NR 94-100,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
959,TUI TRAVEL,B-DUL VASILE MILEA NR 4,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
960,AGENTIA DE TURISM MINERVA,CALEA CRANGASI NR 9 BL 5 SC 1 ET,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
961,CHRISTIAN TOUR,PLAZZA ROMANIA,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
962,ARGOS COMERCIAL SRL,STR BRASOV NR 25,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
963,ELLA TRAVELAND,STR CONSTANTIN NOICA NR 134,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
964,CAMIRA EVENTS & TRAVEL,STR IULIU MANIU NR 7 SC B ET 4,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
965,CRIMBO TOUR,STR ROSIA MONTANA NR 1 BL 17 SC,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
966,DONARIS TOURS,STR VIRTUTII NR 9 BL R4A,SECTOR 6,BUCURESTI,AGENTIE DE TURISM,0
967,HOTEL SIR,6TR VIRTUTII NR 1 A,SECTOR 6,BUCURESTI,HOTEL,3
968,HOTEL SUNSET,BD IULIU MANIU NR 594,SECTOR 6,BUCURESTI,HOTEL,3
969,CITY HOTEL,BD TIMISOARA NR 46,SECTOR 6,BUCURESTI,HOTEL,3
970,HOTEL AMBIANCE,SPLAIUL INDEPENDENTEI NR 303,SECTOR 6,BUCURESTI,HOTEL,3
971,HOTEL SIR ORHIDEEA,STR ORHIDEELOR NR 12 B,SECTOR 6,BUCURESTI,HOTEL,3
972,PENSIUNEA CASA MICA,STR PETRE POPOVAT NR 76,SECTOR 6,BUCURESTI,PENSIUNE,3
973,URBANTRAVEL,STR UNIRII CENTRU NR 206 BL B1 P,BERCA,BUZAU,AGENTIE DE TURISM,0
974,PENSIUNEA SPERANTA,"STR PRINCIPALA FN, SAT PLESCOI",BERCA,BUZAU,PENSIUNE,3
975,PERFECT JOURNEY,B-DUL NICOLAE BALCESCU,BUZAU,BUZAU,AGENTIE DE TURISM,0
976,BRIANT AGENTIE DE TURISM,B-DUL UNIRII B 1 PARTER,BUZAU,BUZAU,AGENTIE DE TURISM,0
977,SAPPHIRE TRAVEL,B-DUL UNIRII BL PTTR1,BUZAU,BUZAU,AGENTIE DE TURISM,0
978,PERFECT TOUR SRL,B-DUL UNIRII NR 11,BUZAU,BUZAU,AGENTIE DE TURISM,0
979,GOLDEN TOUR,CART MICRO III BL C 17,BUZAU,BUZAU,AGENTIE DE TURISM,0
980,CHRISTIAN TOUR,COMERCIAL AURORA MALL,BUZAU,BUZAU,AGENTIE DE TURISM,0
981,ALT TRAVEL,STR NICOLAE BALCESCU BL 29 ET 1,BUZAU,BUZAU,AGENTIE DE TURISM,0
982,ANTIC TOUR,STR OBOR BL 1,BUZAU,BUZAU,AGENTIE DE TURISM,0
983,VOLIS,STR OSTROPELULUI NR 7 BIS,BUZAU,BUZAU,AGENTIE DE TURISM,0
984,ART TRAVEL,STR OSTROVULUI NR 14,BUZAU,BUZAU,AGENTIE DE TURISM,0
985,PIETROASA AGENTIE DE TURISM,STR PIATA DACIEI NR 1,BUZAU,BUZAU,AGENTIE DE TURISM,0
986,MIHAELA TRAVEL,STR TOAMNEI NR 8D,BUZAU,BUZAU,AGENTIE DE TURISM,0
987,MIHAELA TRAVEL,STR TUDOR VLADIMIRESCU NR 3B,BUZAU,BUZAU,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
988,CONTINENTAL TOUR,STR UNIRII BL 13G,BUZAU,BUZAU,AGENTIE DE TURISM,0
989,LAURA TOUR,STR UNIRII BL 5A 5B,BUZAU,BUZAU,AGENTIE DE TURISM,0
990,ENE TURISM,STR UNIRII BL 9F SC B,BUZAU,BUZAU,AGENTIE DE TURISM,0
991,FILADELFIA BUZAU,STR UNIRII NR 195,BUZAU,BUZAU,AGENTIE DE TURISM,0
992,HOTEL BUCEGI,B-DUL GARII NR 47,BUZAU,BUZAU,HOTEL,2
993,HOTEL PIETROASA,STR PIATA DACIEI NR 1,BUZAU,BUZAU,HOTEL,3
994,PENSIUNEA LACUL ZANELOR,STR PRINCIPALA FN,CHILIILE,BUZAU,PENSIUNE,3
995,PENSIUNEA TATA LICE,STR PRINCIPALA NR 424 SAT CHIOJD,CHIOJDU,BUZAU,PENSIUNE,3
996,MONTEORU-BUNGALOW PARADIS,"STR.PRINCIPALA,FN",Com. MEREI/SARATA MONTEORU,BUZAU,BUNGALOW,1
997,MONTEORU-CAMPING ADVENTURA,"STR.PRINCIPALA,FN",Com. MEREI/SARATA MONTEORU,BUZAU,CAMPING,3
998,MONTEORU-HOTEL MONTANA,"STR.PRINCIPALA,FN",Com. MEREI/SARATA MONTEORU,BUZAU,HOTEL,3
999,MONTEORU-HOTEL MONTEORU,"STR.PRINCIPALA,FN",Com. MEREI/SARATA MONTEORU,BUZAU,HOTEL,3
1000,NITA MARIOARA IF-PENSIUNEA CAPRI,STR. ALEEA CAPRICE,Com. MEREI/SARATA MONTEORU,BUZAU,PENSIUNE,3
1001,NITA MARIOARA IF-PENSIUNEA MON C,"STR. ALEEA CAPRICE,NR.408",Com. MEREI/SARATA MONTEORU,BUZAU,PENSIUNE,3
1002,NOJITA COM SRL-PENSIUNEA MONTEOR,"STR. PRINCIPALA,NR.58",Com. MEREI/SARATA MONTEORU,BUZAU,PENSIUNE,3
1003,PENSIUNEA OLGA-PENSIUNE,"STR.PPRINCIPALA,FN",Com. MEREI/SARATA MONTEORU,BUZAU,PENSIUNE,3
1004,PENSIUNEA HANUL DE PIATRA,"STR PRINCIPALA FN, SAT CIUTA",MAGURA,BUZAU,PENSIUNE,3
1005,HOTEL MILENIUM,STR PRINCIPALA FN E 85,MARACINENI,BUZAU,HOTEL,3
1006,PENSIUNE TURISTICA LA PADURE,COM SARATA MONTEORU,MEREI,BUZAU,PENSIUNE,3
1007,CASA CU TEI,SAT SARATA MONTEORU,MEREI,BUZAU,VILA,2
1008,PENSIUNEA ROZA,STR 1 DECEMBRIE 1918 FN BL A3-A4,NEHOIU,BUZAU,PENSIUNE,3
1009,PENSIUNEA MARIA,STR PRINCIPALA FN,PATARLAGELE,BUZAU,PENSIUNE,1
1010,MAGIA TRAVEL,STR VICTORIEI BL 13A,RAMNICU SARAT,BUZAU,AGENTIE DE TURISM,0
1011,CASUTE CAMPING BALTA ALBA,STR PODGARIEI NR 1,RAMNICU SARAT,BUZAU,CAMPING,2
1012,MOTEL MILION,STR PODGARIEI NR 1,RAMNICU SARAT,BUZAU,MOTEL,2
1013,PENSIUNE TURISTICA BALTA ALBA,STR PODGARIEI NR 1,RAMNICU SARAT,BUZAU,PENSIUNE,3
1014,CASA MARA,STR NEPTUN NR 159 COMUNA MEREI,SARATA MONTEORU,BUZAU,CAMERE DE INCHIRIAT,2
1015,CASA CU TURN,STR PRINCIPALA NR 335,SARATA MONTEORU,BUZAU,CAMERE DE INCHIRIAT,2
1016,HOTEL BUCEGI,STR PRINCIPALA FN,SARATA MONTEORU,BUZAU,HOTEL,2
1017,CASA MONTEORU,STR PRINCIPALA NR 268,SARATA MONTEORU,BUZAU,PENSIUNE,2
1018,14 SCAUNE CASOCA,STR CASOCA NR 153,SIRIU,BUZAU,PENSIUNE,2
1019,IZVORUL BUCURIEI,TARLAUA NR 34,SIRIU,BUZAU,PENSIUNE,4
1020,PENSIUNEA IZVORANU,STR PRINCIPALA NR 158,TISAU,BUZAU,PENSIUNE,4
1021,PENSIUNEA GABRIELA,STR PRINCIPALA NR 76,VINTILA VODA,BUZAU,PENSIUNE,3
1022,FILADELFIA CALARASI,STR BELSUGULUI NR 2 AUTOGARA ORI,CALARASI,CALARASI,AGENTIE DE TURISM,0
1023,ALBERT TRAVEL,STR BUCURESTI BL E3,CALARASI,CALARASI,AGENTIE DE TURISM,0
1024,VACANTA STELELOR,STR PROGRESUL BL A29 SC 1 AP 1,CALARASI,CALARASI,AGENTIE DE TURISM,0
1025,MOTEL ALBATROS,SOS CHICIU KM 4,CALARASI,CALARASI,MOTEL,3
1026,PENSIUNEA VALEA IAZURILOR GRAND,VALEA IAZURILOR NR 1,CANDEASCA,CALARASI,PENSIUNE,3
1027,KARISMA,STR ALEXANDRU ILIESCU NR 55-57 B,OLTENITA,CALARASI,AGENTIE DE TURISM,0
1028,AZARO TRAVEL BUSINESS & CONFERENCE,STR TINERETULUI NR 10,OLTENITA,CALARASI,AGENTIE DE TURISM,0
1029,TOUR ALICE,STR TRANDAFIRILOR NR 10,BAILE HERCULANE,CARAS SEVERIN,AGENTIE DE TURISM,0
1030,VIOS 2000 SRL,ALEEA TEILOR NR 2A,BAILE HERCULANE,CARAS SEVERIN,HOSTEL,3
1031,HOSTEL ELITE,STR VICOL NR 3,BAILE HERCULANE,CARAS SEVERIN,HOSTEL,3
1032,HOTEL INTERNATIONAL,ALEEA FLORILOR NR 1A,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1033,HOTEL GOLDEN SPIRIT,STR CASTANILOR NR 2C,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1034,AFRODITA RESORT & SPA,STR COMPLEXELOR NR 2,BAILE HERCULANE,CARAS SEVERIN,HOTEL,4
1035,HOTEL DACIA,STR COMPLEXELOR NR 2,BAILE HERCULANE,CARAS SEVERIN,HOTEL,2
1036,HOTEL DOMOGLED,STR COMPLEXELOR NR 2,BAILE HERCULANE,CARAS SEVERIN,HOTEL,2
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
1037,HOTEL AFRODITA,STR COMPLEXELOR NR 3,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1038,HOTEL MINERVA,STR COMPLEXELOR NR 4,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1039,HOTEL DIANA,STR COMPLEXELOR NR 8,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1040,HOTEL HERCULES,STR IZVORULUI NR 7,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1041,HOTEL FERDINAND,STR PIATA HERCULES NR 1,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1042,HOTEL ROMAN,STR ROMANA NR 1,BAILE HERCULANE,CARAS SEVERIN,HOTEL,2
1043,HOTEL ELITE,STR VICOL NR 3,BAILE HERCULANE,CARAS SEVERIN,HOTEL,3
1044,PENSIUNEA CALYPSO,ALEEA TEILOR NR 2,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1045,HOTEL GETA,STR CASTANILOR NR 2,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1046,PENSIUNEA SELECT,STR CASTANILOR NR 7,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1047,PENSIUNEA PRESIDENT,STR CASTANILOR NR 9A,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1048,PENSIUNEA CASA NATURA,STR GARII NR 71A,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1049,PENSIUNEA ROUA DE MUNTE,STR PECINISCA NR 165,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1050,PENSIUNEA SAKURA,STR PECINISCA NR 175,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1051,JOJO 2,STR PECINISCA NR 175B,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,4
1052,CUIBUL VISELOR,STR PECINISCA NR 2,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1053,PENSIUNEA CAMELIA,STR PICINISCA NR 175E,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1054,NOBLESSE PENSIUNE,STR TRANDAFIRILOR NR 51B,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,4
1055,PENSIUNEA ADRIANA,STR TRANDAFIRILOR NR 66,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1057,PENSIUNEA MAGIC,STR TRANDAFIRILOR NR 72,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1058,PENSIUNEA SUN RENO,STR TRANDAFIRILOR NR 97A,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1059,PENSIUNEA EL PLAZZA,STR VICOL NR 10,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1060,II ALMASAN CLAUDIU,STR VICOL NR 4,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1061,PENSIUNEA ANDREEA,STR VICOL NR 56A,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,4
1062,PENSIUNEA DEEA,STR ZAVOI NR 31B,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1063,PENSIUNEA ARGUS,STR ZAVOIULUI NR 102,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,2
1065,PENSIUNEA CASA MARIA,STR ZAVOIULUI NR 35A,BAILE HERCULANE,CARAS SEVERIN,PENSIUNE,3
1066,VILA HERA,STR COMPLEXELOR NR 3,BAILE HERCULANE,CARAS SEVERIN,VILA,3
1067,HOTEL CARAS,STR ZONA GARII BL G 1,ORAVITA,CARAS SEVERIN,HOTEL,3
1068,PENSIUNEA DENISA,STR PRINCIPALA FN,POIANA MARULUI,CARAS SEVERIN,PENSIUNE,2
1069,PENSIUNEA MUSATINII,STR MANASTIRII NR 512A,PUTNA,CARAS SEVERIN,PENSIUNE,4
1070,TUI TRAVEL,B-DUL REPUBLICII BL 3 SC 1 PARTE,RESITA,CARAS SEVERIN,AGENTIE DE TURISM,0
1071,ROYAL HOLIDAY SINCE 2015,B-DUL REPUBLICII NR 4-6,RESITA,CARAS SEVERIN,AGENTIE DE TURISM,0
1072,EXIMTUR,PIATA 1 DECEMBRIE 1918 BL 26 PAR,RESITA,CARAS SEVERIN,AGENTIE DE TURISM,0
1073,IMPERIAL TRAVEL,PIATA 1 DECEMBRIE 1918 NR 1,RESITA,CARAS SEVERIN,AGENTIE DE TURISM,0
1074,CAMERE DE INCHIRIAT IEDERA,STR PRINCIPALA NR 535,SASCA MONTANA,CARAS SEVERIN,CAMERE DE INCHIRIAT,2
1075,PENSIUNEA ROCKER'S,STR PRINCIPALA NR 763,SASCA MONTANA,CARAS SEVERIN,PENSIUNE,3
1076,PENSIUNEA TURISTICA GASTHOF TIROL,SAT VALIUG STR PRINCIPALA FN,VALIUG,CARAS SEVERIN,PENSIUNE,2
1077,PENSIUNEA VALERIA,SAT POIANA MARULUI NR 153A,ZAVOI,CARAS SEVERIN,PENSIUNE,3
1078,PENSIUNEA SAPTE,CALEA BACIULUI NR 107,BACIU,CLUJ,PENSIUNE,2
1079,PENSIUNEA ANDREEA,MUNTELE BAISORII NR 315A,BAISOARA,CLUJ,PENSIUNE,4
1080,PENSIUNEA ANA,STR PRINCIPALA NR 105,BELIS,CLUJ,PENSIUNE,4
1081,BELIS TORUS SRL-PENSIUNEA IRINA,"STR. PRINCIPALA,NR.105",BELIS,CLUJ,PENSIUNE,3
1082,MILEXIM SRL-HOTEL,"STR. LAMINORISTILOR,NR. 208A",CAMPIA TURZII,CLUJ,HOTEL,3
1083,PENSIUNEA TURISTICA DOMENIUL REGILOR,STR PRINCIPALA FN,CIURILA,CLUJ,PENSIUNE,2
1084,ITINERARIUM TRAVEL,ALEEA GODEANU NR 12 BL 21 SC 1 AP 8,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1085,AIR EXPRESS,B-DUL 21 DECEMBRIE 1989 NR 20 AP 1,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1086,TUI TRAVEL,B-DUL 21 DECEMBRIE 1989 NR 77,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1087,PERFECT TOUR SRL,B-DUL EROILOR NR 14,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
1088,MEDIA EVENT TOUR,B-DUL EROILOR NR 18 AP 6/1D,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1089,CIEL VOYAGES,B-DUL EROILOR NR 19 AP 4,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1090,NORD TRAVEL,B-DUL EROILOR NR 20,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1091,ABT,B-DUL MEMORANDULUI NR 23,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1092,Z TOUR,CALEA MOSILOR NR 199,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1093,FILADELFIA CLUJ,CALEA MOTILOR NR 45,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1094,TUI TRAVEL,FLORESTI STR AVRAM IANCU NR 492-,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1096,TROPIKAL TOURS INTERNATIONAL,PIATA MIHAI VITEAZU NR 29,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1097,HAPPY TOUR,P-TA MIHAI VITEAZU NR 3,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1098,EXIMTUR SRL,STR AL VAIDA VOIEVOD NR 53-55,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1099,Z TOUR,STR AL VAIDA VOIEVOD NR 53B,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1100,EXIMTUR SRL,STR ANDREI SAGUNA NR 34-36,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1101,PREMIUM TOUR SRL,STR BEIUSULUI NR 1 ET 1,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1102,CHRISTIAN TOUR,STR BOLAY NR 9,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1103,DELUXETOUR,STR CLINICILOR NR 39 PARTER,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1104,BOOMERANG TRAVEL,STR DAVID FRANCISC NR 21 AP 1,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1105,INNTOUR,STR DONATH NR 114,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1106,Z TOUR,STR DOROBANTILOR NR 33-35-37,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1107,WENS TOUR,STR EROILOR NR 10,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1108,PERFECT JOURNEY,STR EROILOR NR 14,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1109,TUI TRAVEL,STR FABRICII NR 105,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1110,PARALELA 45 TURISM,STR FERDINAND NR 20,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1111,EUROAXIS TRAVEL,STR HOREA NR 3 CAM 107,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1112,HOLIDAY STORE,STR IULIU MANIU NR 21 AP 2,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1113,TUI TRAVEL,STR NAPOCA NR 2-4 AP 7,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1114,ROYAL TRAVEL,STR NAPOCA NR 5 AP 2,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1115,MADISON TRAVEL,STR PIATA UNIRII NR 14 AP 10,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1116,AND 1 TRAVEL,STR PRIMAVERII NR 8 BL 91,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1117,AVETOUR,STR REGELE FERDINAND NR 9 AP 5,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1118,MONDIAL HOLIDAY,STR TEODOR MIHALI NR 62 AP 1,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1119,CITY TOURS & EVENTS,STR TOMIS NR 3 SP COM AP 2,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1120,PREMIUM TRAVEL,STR TRAIAN MOSOIU NR 14,CLUJ NAPOCA,CLUJ,AGENTIE DE TURISM,0
1121,MEDA APARTMENTS,STR PATRICIU BARBU NR 60,CLUJ NAPOCA,CLUJ,CAMERE DE INCHIRIAT,2
1122,HOSTEL ABI,STR TARNAVELOR NR 23,CLUJ NAPOCA,CLUJ,HOSTEL,3
1123,LILIACUL-HOTEL LILIACUL,"CALEA TURZII,NR.251A",CLUJ NAPOCA,CLUJ,HOTEL,3
1124,HOTEL CRISTIAN,PIATA MIHAI VITEAZU FN,CLUJ NAPOCA,CLUJ,HOTEL,3
1125,MELODY CENTRAL,P-TA UNIRII NR 29,CLUJ NAPOCA,CLUJ,HOTEL,2
1126,HOTEL UNIVERS T,STR AL VAIDA VOIEVOD NR 53-55,CLUJ NAPOCA,CLUJ,HOTEL,2
1127,HOTEL PAMI,STR CALEA MANASTUR NR 39-41,CLUJ NAPOCA,CLUJ,HOTEL,3
1128,HOTEL PREMIER,STR DONAT NR 100,CLUJ NAPOCA,CLUJ,HOTEL,4
1129,HOTEL SUNNY HILL,STR FAGETULUI NR 31,CLUJ NAPOCA,CLUJ,HOTEL,4
1130,HOTEL SEVEN,STR GRUIA NR 2,CLUJ NAPOCA,CLUJ,HOTEL,2
1131,HOTEL AGAPE,STR IULIU MANIU NR 6,CLUJ NAPOCA,CLUJ,HOTEL,4
1132,HOTEL ROYAL CLASSIC,STR LIVIU REBREANU NR 39,CLUJ NAPOCA,CLUJ,HOTEL,2
1133,HOTEL OLIMP,STR OBSERVATORULUI NR 82-86,CLUJ NAPOCA,CLUJ,HOTEL,3
